instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
17078018,66711,APOLLOHOSP26APRFUT,APOLLOHOSP,0.0,2026-04-28,0.0,0.5,125,FUT,NFO-FUT,NFO
16917762,66085,APOLLOHOSP26MAYFUT,APOLLOHOSP,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO
15964930,62363,APOLLOHOSP26JUNFUT,APOLLOHOSP,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO
17078274,66712,ASHOKLEY26APRFUT,ASHOKLEY,0.0,2026-04-28,0.0,0.01,5000,FUT,NFO-FUT,NFO
16918018,66086,ASHOKLEY26MAYFUT,ASHOKLEY,0.0,2026-05-26,0.0,0.01,5000,FUT,NFO-FUT,NFO
15965698,62366,ASHOKLEY26JUNFUT,ASHOKLEY,0.0,2026-06-30,0.0,0.01,5000,FUT,NFO-FUT,NFO
17078530,66713,ASIANPAINT26APRFUT,ASIANPAINT,0.0,2026-04-28,0.0,0.1,250,FUT,NFO-FUT,NFO
16918274,66087,ASIANPAINT26MAYFUT,ASIANPAINT,0.0,2026-05-26,0.0,0.1,250,FUT,NFO-FUT,NFO
15965954,62367,ASIANPAINT26JUNFUT,ASIANPAINT,0.0,2026-06-30,0.0,0.1,250,FUT,NFO-FUT,NFO
17078786,66714,ASTRAL26APRFUT,ASTRAL,0.0,2026-04-28,0.0,0.1,425,FUT,NFO-FUT,NFO
16918530,66088,ASTRAL26MAYFUT,ASTRAL,0.0,2026-05-26,0.0,0.1,425,FUT,NFO-FUT,NFO
15966722,62370,ASTRAL26JUNFUT,ASTRAL,0.0,2026-06-30,0.0,0.1,425,FUT,NFO-FUT,NFO
17079042,66715,AUBANK26APRFUT,AUBANK,0.0,2026-04-28,0.0,0.05,1000,FUT,NFO-FUT,NFO
16918786,66089,AUBANK26MAYFUT,AUBANK,0.0,2026-05-26,0.0,0.05,1000,FUT,NFO-FUT,NFO
15966978,62371,AUBANK26JUNFUT,AUBANK,0.0,2026-06-30,0.0,0.05,1000,FUT,NFO-FUT,NFO
17079298,66716,AUROPHARMA26APRFUT,AUROPHARMA,0.0,2026-04-28,0.0,0.1,550,FUT,NFO-FUT,NFO
16919042,66090,AUROPHARMA26MAYFUT,AUROPHARMA,0.0,2026-05-26,0.0,0.1,550,FUT,NFO-FUT,NFO
15967234,62372,AUROPHARMA26JUNFUT,AUROPHARMA,0.0,2026-06-30,0.0,0.1,550,FUT,NFO-FUT,NFO
17079554,66717,AXISBANK26APRFUT,AXISBANK,0.0,2026-04-28,0.0,0.1,625,FUT,NFO-FUT,NFO
16919298,66091,AXISBANK26MAYFUT,AXISBANK,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO
15967490,62373,AXISBANK26JUNFUT,AXISBANK,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
17079810,66718,BAJAJ-AUTO26APRFUT,BAJAJ-AUTO,0.0,2026-04-28,0.0,0.5,75,FUT,NFO-FUT,NFO
16919554,66092,BAJAJ-AUTO26MAYFUT,BAJAJ-AUTO,0.0,2026-05-26,0.0,0.5,75,FUT,NFO-FUT,NFO
15967746,62374,BAJAJ-AUTO26JUNFUT,BAJAJ-AUTO,0.0,2026-06-30,0.0,0.5,75,FUT,NFO-FUT,NFO
17080066,66719,BAJAJFINSV26APRFUT,BAJAJFINSV,0.0,2026-04-28,0.0,0.1,250,FUT,NFO-FUT,NFO
16919810,66093,BAJAJFINSV26MAYFUT,BAJAJFINSV,0.0,2026-05-26,0.0,0.1,250,FUT,NFO-FUT,NFO
15968002,62375,BAJAJFINSV26JUNFUT,BAJAJFINSV,0.0,2026-06-30,0.0,0.1,250,FUT,NFO-FUT,NFO
17080322,66720,BAJAJHLDNG26APRFUT,BAJAJHLDNG,0.0,2026-04-28,0.0,0.5,50,FUT,NFO-FUT,NFO
16920066,66094,BAJAJHLDNG26MAYFUT,BAJAJHLDNG,0.0,2026-05-26,0.0,0.5,50,FUT,NFO-FUT,NFO
15968258,62376,BAJAJHLDNG26JUNFUT,BAJAJHLDNG,0.0,2026-06-30,0.0,0.5,50,FUT,NFO-FUT,NFO
17080578,66721,BAJFINANCE26APRFUT,BAJFINANCE,0.0,2026-04-28,0.0,0.05,750,FUT,NFO-FUT,NFO
16920322,66095,BAJFINANCE26MAYFUT,BAJFINANCE,0.0,2026-05-26,0.0,0.05,750,FUT,NFO-FUT,NFO
15968514,62377,BAJFINANCE26JUNFUT,BAJFINANCE,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO
17080834,66722,BANDHANBNK26APRFUT,BANDHANBNK,0.0,2026-04-28,0.0,0.01,3600,FUT,NFO-FUT,NFO
16920578,66096,BANDHANBNK26MAYFUT,BANDHANBNK,0.0,2026-05-26,0.0,0.01,3600,FUT,NFO-FUT,NFO
15968770,62378,BANDHANBNK26JUNFUT,BANDHANBNK,0.0,2026-06-30,0.0,0.01,3600,FUT,NFO-FUT,NFO
17081090,66723,BANKBARODA26APRFUT,BANKBARODA,0.0,2026-04-28,0.0,0.01,2925,FUT,NFO-FUT,NFO
16920834,66097,BANKBARODA26MAYFUT,BANKBARODA,0.0,2026-05-26,0.0,0.01,2925,FUT,NFO-FUT,NFO
15969026,62379,BANKBARODA26JUNFUT,BANKBARODA,0.0,2026-06-30,0.0,0.01,2925,FUT,NFO-FUT,NFO
17081346,66724,BANKINDIA26APRFUT,BANKINDIA,0.0,2026-04-28,0.0,0.01,5200,FUT,NFO-FUT,NFO
16921090,66098,BANKINDIA26MAYFUT,BANKINDIA,0.0,2026-05-26,0.0,0.01,5200,FUT,NFO-FUT,NFO
15969282,62380,BANKINDIA26JUNFUT,BANKINDIA,0.0,2026-06-30,0.0,0.01,5200,FUT,NFO-FUT,NFO
17081602,66725,BDL26APRFUT,BDL,0.0,2026-04-28,0.0,0.1,350,FUT,NFO-FUT,NFO
16921346,66099,BDL26MAYFUT,BDL,0.0,2026-05-26,0.0,0.1,350,FUT,NFO-FUT,NFO
15969538,62381,BDL26JUNFUT,BDL,0.0,2026-06-30,0.0,0.1,350,FUT,NFO-FUT,NFO
17081858,66726,BEL26APRFUT,BEL,0.0,2026-04-28,0.0,0.05,1425,FUT,NFO-FUT,NFO
16921602,66100,BEL26MAYFUT,BEL,0.0,2026-05-26,0.0,0.05,1425,FUT,NFO-FUT,NFO
15969794,62382,BEL26JUNFUT,BEL,0.0,2026-06-30,0.0,0.05,1425,FUT,NFO-FUT,NFO
17082114,66727,BHARATFORG26APRFUT,BHARATFORG,0.0,2026-04-28,0.0,0.1,500,FUT,NFO-FUT,NFO
16921858,66101,BHARATFORG26MAYFUT,BHARATFORG,0.0,2026-05-26,0.0,0.1,500,FUT,NFO-FUT,NFO
15970050,62383,BHARATFORG26JUNFUT,BHARATFORG,0.0,2026-06-30,0.0,0.1,500,FUT,NFO-FUT,NFO
17082370,66728,BHARTIARTL26APRFUT,BHARTIARTL,0.0,2026-04-28,0.0,0.1,475,FUT,NFO-FUT,NFO
16922114,66102,BHARTIARTL26MAYFUT,BHARTIARTL,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO
15970306,62384,BHARTIARTL26JUNFUT,BHARTIARTL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO
17082626,66729,BHEL26APRFUT,BHEL,0.0,2026-04-28,0.0,0.01,2625,FUT,NFO-FUT,NFO
16922370,66103,BHEL26MAYFUT,BHEL,0.0,2026-05-26,0.0,0.01,2625,FUT,NFO-FUT,NFO
15970562,62385,BHEL26JUNFUT,BHEL,0.0,2026-06-30,0.0,0.01,2625,FUT,NFO-FUT,NFO
17082882,66730,BIOCON26APRFUT,BIOCON,0.0,2026-04-28,0.0,0.05,2500,FUT,NFO-FUT,NFO
16922626,66104,BIOCON26MAYFUT,BIOCON,0.0,2026-05-26,0.0,0.05,2500,FUT,NFO-FUT,NFO
15970818,62386,BIOCON26JUNFUT,BIOCON,0.0,2026-06-30,0.0,0.05,2500,FUT,NFO-FUT,NFO
17083138,66731,BLUESTARCO26APRFUT,BLUESTARCO,0.0,2026-04-28,0.0,0.1,325,FUT,NFO-FUT,NFO
16922882,66105,BLUESTARCO26MAYFUT,BLUESTARCO,0.0,2026-05-26,0.0,0.1,325,FUT,NFO-FUT,NFO
15971074,62387,BLUESTARCO26JUNFUT,BLUESTARCO,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO
17083394,66732,BOSCHLTD26APRFUT,BOSCHLTD,0.0,2026-04-28,0.0,5.0,25,FUT,NFO-FUT,NFO
16923138,66106,BOSCHLTD26MAYFUT,BOSCHLTD,0.0,2026-05-26,0.0,5.0,25,FUT,NFO-FUT,NFO
15972354,62392,BOSCHLTD26JUNFUT,BOSCHLTD,0.0,2026-06-30,0.0,5.0,25,FUT,NFO-FUT,NFO
17083650,66733,BPCL26APRFUT,BPCL,0.0,2026-04-28,0.0,0.05,1975,FUT,NFO-FUT,NFO
16923394,66107,BPCL26MAYFUT,BPCL,0.0,2026-05-26,0.0,0.05,1975,FUT,NFO-FUT,NFO
15972610,62393,BPCL26JUNFUT,BPCL,0.0,2026-06-30,0.0,0.05,1975,FUT,NFO-FUT,NFO
17083906,66734,BRITANNIA26APRFUT,BRITANNIA,0.0,2026-04-28,0.0,0.5,125,FUT,NFO-FUT,NFO
16923650,66108,BRITANNIA26MAYFUT,BRITANNIA,0.0,2026-05-26,0.0,0.5,125,FUT,NFO-FUT,NFO
15972866,62394,BRITANNIA26JUNFUT,BRITANNIA,0.0,2026-06-30,0.0,0.5,125,FUT,NFO-FUT,NFO
17084162,66735,BSE26APRFUT,BSE,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO
16923906,66109,BSE26MAYFUT,BSE,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
15973122,62395,BSE26JUNFUT,BSE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
17084418,66736,CAMS26APRFUT,CAMS,0.0,2026-04-28,0.0,0.05,750,FUT,NFO-FUT,NFO
16924162,66110,CAMS26MAYFUT,CAMS,0.0,2026-05-26,0.0,0.05,750,FUT,NFO-FUT,NFO
15973378,62396,CAMS26JUNFUT,CAMS,0.0,2026-06-30,0.0,0.05,750,FUT,NFO-FUT,NFO
17084674,66737,CANBK26APRFUT,CANBK,0.0,2026-04-28,0.0,0.01,6750,FUT,NFO-FUT,NFO
16924418,66111,CANBK26MAYFUT,CANBK,0.0,2026-05-26,0.0,0.01,6750,FUT,NFO-FUT,NFO
15973634,62397,CANBK26JUNFUT,CANBK,0.0,2026-06-30,0.0,0.01,6750,FUT,NFO-FUT,NFO
17088258,66751,CDSL26APRFUT,CDSL,0.0,2026-04-28,0.0,0.1,475,FUT,NFO-FUT,NFO
16924674,66112,CDSL26MAYFUT,CDSL,0.0,2026-05-26,0.0,0.1,475,FUT,NFO-FUT,NFO
15973890,62398,CDSL26JUNFUT,CDSL,0.0,2026-06-30,0.0,0.1,475,FUT,NFO-FUT,NFO
17088514,66752,CGPOWER26APRFUT,CGPOWER,0.0,2026-04-28,0.0,0.05,850,FUT,NFO-FUT,NFO
16926978,66121,CGPOWER26MAYFUT,CGPOWER,0.0,2026-05-26,0.0,0.05,850,FUT,NFO-FUT,NFO
15975170,62403,CGPOWER26JUNFUT,CGPOWER,0.0,2026-06-30,0.0,0.05,850,FUT,NFO-FUT,NFO
17088770,66753,CHOLAFIN26APRFUT,CHOLAFIN,0.0,2026-04-28,0.0,0.1,625,FUT,NFO-FUT,NFO
16927234,66122,CHOLAFIN26MAYFUT,CHOLAFIN,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO
15975938,62406,CHOLAFIN26JUNFUT,CHOLAFIN,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
17094658,66776,CIPLA26APRFUT,CIPLA,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO
16928258,66126,CIPLA26MAYFUT,CIPLA,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
15976194,62407,CIPLA26JUNFUT,CIPLA,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
17094914,66777,COALINDIA26APRFUT,COALINDIA,0.0,2026-04-28,0.0,0.05,1350,FUT,NFO-FUT,NFO
16929794,66132,COALINDIA26MAYFUT,COALINDIA,0.0,2026-05-26,0.0,0.05,1350,FUT,NFO-FUT,NFO
15976450,62408,COALINDIA26JUNFUT,COALINDIA,0.0,2026-06-30,0.0,0.05,1350,FUT,NFO-FUT,NFO
15983106,62434,COCHINSHIP26APRFUT,COCHINSHIP,0.0,2026-04-28,0.0,0.1,400,FUT,NFO-FUT,NFO
15983362,62435,COCHINSHIP26MAYFUT,COCHINSHIP,0.0,2026-05-26,0.0,0.1,400,FUT,NFO-FUT,NFO
15983618,62436,COCHINSHIP26JUNFUT,COCHINSHIP,0.0,2026-06-30,0.0,0.1,400,FUT,NFO-FUT,NFO
17095170,66778,COFORGE26APRFUT,COFORGE,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO
16930050,66133,COFORGE26MAYFUT,COFORGE,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
15983874,62437,COFORGE26JUNFUT,COFORGE,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
17095426,66779,COLPAL26APRFUT,COLPAL,0.0,2026-04-28,0.0,0.1,225,FUT,NFO-FUT,NFO
16930306,66134,COLPAL26MAYFUT,COLPAL,0.0,2026-05-26,0.0,0.1,225,FUT,NFO-FUT,NFO
15999490,62498,COLPAL26JUNFUT,COLPAL,0.0,2026-06-30,0.0,0.1,225,FUT,NFO-FUT,NFO
17095682,66780,CONCOR26APRFUT,CONCOR,0.0,2026-04-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
16930562,66135,CONCOR26MAYFUT,CONCOR,0.0,2026-05-26,0.0,0.05,1250,FUT,NFO-FUT,NFO
15999746,62499,CONCOR26JUNFUT,CONCOR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
17095938,66781,CROMPTON26APRFUT,CROMPTON,0.0,2026-04-28,0.0,0.01,1800,FUT,NFO-FUT,NFO
16930818,66136,CROMPTON26MAYFUT,CROMPTON,0.0,2026-05-26,0.0,0.01,1800,FUT,NFO-FUT,NFO
16002050,62508,CROMPTON26JUNFUT,CROMPTON,0.0,2026-06-30,0.0,0.01,1800,FUT,NFO-FUT,NFO
17096706,66784,CUMMINSIND26APRFUT,CUMMINSIND,0.0,2026-04-28,0.0,0.1,200,FUT,NFO-FUT,NFO
16931586,66139,CUMMINSIND26MAYFUT,CUMMINSIND,0.0,2026-05-26,0.0,0.1,200,FUT,NFO-FUT,NFO
16002306,62509,CUMMINSIND26JUNFUT,CUMMINSIND,0.0,2026-06-30,0.0,0.1,200,FUT,NFO-FUT,NFO
17096962,66785,DABUR26APRFUT,DABUR,0.0,2026-04-28,0.0,0.05,1250,FUT,NFO-FUT,NFO
16932610,66143,DABUR26MAYFUT,DABUR,0.0,2026-05-26,0.0,0.05,1250,FUT,NFO-FUT,NFO
16014082,62555,DABUR26JUNFUT,DABUR,0.0,2026-06-30,0.0,0.05,1250,FUT,NFO-FUT,NFO
17097218,66786,DALBHARAT26APRFUT,DALBHARAT,0.0,2026-04-28,0.0,0.1,325,FUT,NFO-FUT,NFO
16932866,66144,DALBHARAT26MAYFUT,DALBHARAT,0.0,2026-05-26,0.0,0.1,325,FUT,NFO-FUT,NFO
16014338,62556,DALBHARAT26JUNFUT,DALBHARAT,0.0,2026-06-30,0.0,0.1,325,FUT,NFO-FUT,NFO
17097474,66787,DELHIVERY26APRFUT,DELHIVERY,0.0,2026-04-28,0.0,0.05,2075,FUT,NFO-FUT,NFO
16933378,66146,DELHIVERY26MAYFUT,DELHIVERY,0.0,2026-05-26,0.0,0.05,2075,FUT,NFO-FUT,NFO
16014594,62557,DELHIVERY26JUNFUT,DELHIVERY,0.0,2026-06-30,0.0,0.05,2075,FUT,NFO-FUT,NFO
17097730,66788,DIVISLAB26APRFUT,DIVISLAB,0.0,2026-04-28,0.0,0.5,100,FUT,NFO-FUT,NFO
16933634,66147,DIVISLAB26MAYFUT,DIVISLAB,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO
16015618,62561,DIVISLAB26JUNFUT,DIVISLAB,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
17105666,66819,DIXON26APRFUT,DIXON,0.0,2026-04-28,0.0,0.5,50,FUT,NFO-FUT,NFO
16933890,66148,DIXON26MAYFUT,DIXON,0.0,2026-05-26,0.0,0.5,50,FUT,NFO-FUT,NFO
16015874,62562,DIXON26JUNFUT,DIXON,0.0,2026-06-30,0.0,0.5,50,FUT,NFO-FUT,NFO
17105922,66820,DLF26APRFUT,DLF,0.0,2026-04-28,0.0,0.05,825,FUT,NFO-FUT,NFO
16934146,66149,DLF26MAYFUT,DLF,0.0,2026-05-26,0.0,0.05,825,FUT,NFO-FUT,NFO
16016130,62563,DLF26JUNFUT,DLF,0.0,2026-06-30,0.0,0.05,825,FUT,NFO-FUT,NFO
17106178,66821,DMART26APRFUT,DMART,0.0,2026-04-28,0.0,0.1,150,FUT,NFO-FUT,NFO
16935682,66155,DMART26MAYFUT,DMART,0.0,2026-05-26,0.0,0.1,150,FUT,NFO-FUT,NFO
16016386,62564,DMART26JUNFUT,DMART,0.0,2026-06-30,0.0,0.1,150,FUT,NFO-FUT,NFO
17106434,66822,DRREDDY26APRFUT,DRREDDY,0.0,2026-04-28,0.0,0.1,625,FUT,NFO-FUT,NFO
16935938,66156,DRREDDY26MAYFUT,DRREDDY,0.0,2026-05-26,0.0,0.1,625,FUT,NFO-FUT,NFO
16016642,62565,DRREDDY26JUNFUT,DRREDDY,0.0,2026-06-30,0.0,0.1,625,FUT,NFO-FUT,NFO
17106690,66823,EICHERMOT26APRFUT,EICHERMOT,0.0,2026-04-28,0.0,0.5,100,FUT,NFO-FUT,NFO
16936194,66157,EICHERMOT26MAYFUT,EICHERMOT,0.0,2026-05-26,0.0,0.5,100,FUT,NFO-FUT,NFO
16016898,62566,EICHERMOT26JUNFUT,EICHERMOT,0.0,2026-06-30,0.0,0.5,100,FUT,NFO-FUT,NFO
17106946,66824,ETERNAL26APRFUT,ETERNAL,0.0,2026-04-28,0.0,0.01,2425,FUT,NFO-FUT,NFO
16936450,66158,ETERNAL26MAYFUT,ETERNAL,0.0,2026-05-26,0.0,0.01,2425,FUT,NFO-FUT,NFO
16017154,62567,ETERNAL26JUNFUT,ETERNAL,0.0,2026-06-30,0.0,0.01,2425,FUT,NFO-FUT,NFO
17107202,66825,EXIDEIND26APRFUT,EXIDEIND,0.0,2026-04-28,0.0,0.05,1800,FUT,NFO-FUT,NFO
16936706,66159,EXIDEIND26MAYFUT,EXIDEIND,0.0,2026-05-26,0.0,0.05,1800,FUT,NFO-FUT,NFO
16017410,62568,EXIDEIND26JUNFUT,EXIDEIND,0.0,2026-06-30,0.0,0.05,1800,FUT,NFO-FUT,NFO
17107458,66826,FEDERALBNK26APRFUT,FEDERALBNK,0.0,2026-04-28,0.0,0.05,5000,FUT,NFO-FUT,NFO
16936962,66160,FEDERALBNK26MAYFUT,FEDERALBNK,0.0,2026-05-26,0.0,0.05,5000,FUT,NFO-FUT,NFO
16017666,62569,FEDERALBNK26JUNFUT,FEDERALBNK,0.0,2026-06-30,0.0,0.05,5000,FUT,NFO-FUT,NFO
17072386,66689,FINNIFTY26APRFUT,FINNIFTY,0.0,2026-04-28,0.0,0.1,60,FUT,NFO-FUT,NFO
16913666,66069,FINNIFTY26MAYFUT,FINNIFTY,0.0,2026-05-26,0.0,0.1,60,FUT,NFO-FUT,NFO
15955714,62327,FINNIFTY26JUNFUT,FINNIFTY,0.0,2026-06-30,0.0,0.1,60,FUT,NFO-FUT,NFO
16017922,62570,FORCEMOT26APRFUT,FORCEMOT,0.0,2026-04-28,0.0,1.0,25,FUT,NFO-FUT,NFO
16018178,62571,FORCEMOT26MAYFUT,FORCEMOT,0.0,2026-05-26,0.0,1.0,25,FUT,NFO-FUT,NFO
16018434,62572,FORCEMOT26JUNFUT,FORCEMOT,0.0,2026-06-30,0.0,1.0,25,FUT,NFO-FUT,NFO
17107714,66827,FORTIS26APRFUT,FORTIS,0.0,2026-04-28,0.0,0.05,775,FUT,NFO-FUT,NFO
16937218,66161,FORTIS26MAYFUT,FORTIS,0.0,2026-05-26,0.0,0.05,775,FUT,NFO-FUT,NFO
16018946,62574,FORTIS26JUNFUT,FORTIS,0.0,2026-06-30,0.0,0.05,775,FUT,NFO-FUT,NFO
17109762,66835,GAIL26APRFUT,GAIL,0.0,2026-04-28,0.0,0.01,3150,FUT,NFO-FUT,NFO
16937474,66162,GAIL26MAYFUT,GAIL,0.0,2026-05-26,0.0,0.01,3150,FUT,NFO-FUT,NFO
16019202,62575,GAIL26JUNFUT,GAIL,0.0,2026-06-30,0.0,0.01,3150,FUT,NFO-FUT,NFO
17110018,66836,GLENMARK26APRFUT,GLENMARK,0.0,2026-04-28,0.0,0.1,375,FUT,NFO-FUT,NFO
16938242,66165,GLENMARK26MAYFUT,GLENMARK,0.0,2026-05-26,0.0,0.1,375,FUT,NFO-FUT,NFO
16019714,62577,GLENMARK26JUNFUT,GLENMARK,0.0,2026-06-30,0.0,0.1,375,FUT,NFO-FUT,NFO
17110530,66838,GMRAIRPORT26APRFUT,GMRAIRPORT,0.0,2026-04-28,0.0,0.01,6975,FUT,NFO-FUT,NFO
